Year,Region,Country,City,Start_Date,End_Date,Stay_Days,Avg_Rent,Max_Rent,Min_Rent,Days_To_Rent,Area_sqm,Daily_Rent,Rental_Income,Avg_Stay_Days,Max_Stay_Days,Min_Stay_Days
2023,Asia,Japan,Sao Paulo,2023-11-11,2023-12-12,31,878,1409,722,4,113,29.27,27218,30.379266666666666,60,1
2023,China,China,Paris,2023-10-09,2023-11-15,37,862,1916,625,19,81,28.73,31894,30.379266666666666,60,1
2023,Asia,India,Rome,2023-05-16,2023-06-22,37,1533,2199,1324,13,39,51.1,56721,30.379266666666666,60,1
2024,Asia,Japan,Paris,2024-06-06,2024-07-12,36,1300,1854,1113,17,124,43.33,46800,30.379266666666666,60,1
2023,South America,Argentina,Delhi,2023-02-13,2023-04-02,48,1922,2321,1755,28,25,64.07,92256,30.379266666666666,60,1
2025,Europe,Italy,Paris,2025-02-08,2025-02-10,2,1591,2383,1438,9,37,53.03,3182,30.379266666666666,60,1
2024,US,USA,Paris,2024-10-06,2024-10-07,1,1652,2198,1395,9,54,55.07,1652,30.379266666666666,60,1
2026,Europe,Germany,New York,2026-02-22,2026-03-16,22,1474,2322,1179,9,99,49.13,32428,30.379266666666666,60,1
2024,China,China,Munich,2024-01-28,2024-02-23,26,1784,2123,1560,5,79,59.47,46384,30.379266666666666,60,1
2024,US,USA,Delhi,2024-04-08,2024-06-01,54,1890,2585,1686,22,97,63.0,102060,30.379266666666666,60,1
2024,US,USA,New York,2024-12-07,2025-01-01,25,1523,2065,1414,28,105,50.77,38075,30.379266666666666,60,1
2020,US,USA,New York,2020-02-22,2020-03-07,14,931,1951,605,13,84,31.03,13034,30.379266666666666,60,1
2022,South America,Argentina,Berlin,2022-08-29,2022-09-15,17,1807,2477,1448,11,130,60.23,30719,30.379266666666666,60,1
2024,Europe,France,Rome,2024-10-02,2024-11-09,38,1147,1760,1005,16,124,38.23,43586,30.379266666666666,60,1
2022,Asia,India,New York,2022-11-02,2022-11-21,19,1938,3133,1801,29,103,64.6,36822,30.379266666666666,60,1
2026,Europe,Germany,Sao Paulo,2026-01-03,2026-01-04,1,1873,2376,1520,19,47,62.43,1873,30.379266666666666,60,1
2025,US,USA,Delhi,2025-10-02,2025-10-27,25,875,1964,598,27,86,29.17,21875,30.379266666666666,60,1
2022,South America,Brazil,Munich,2022-04-06,2022-05-30,54,1086,2177,908,24,117,36.2,58644,30.379266666666666,60,1
2020,US,USA,Munich,2020-09-26,2020-10-27,31,814,1826,593,23,117,27.13,25234,30.379266666666666,60,1
2023,US,USA,Delhi,2023-04-19,2023-05-14,25,910,1227,722,23,31,30.33,22750,30.379266666666666,60,1
2023,South America,Brazil,Berlin,2023-09-19,2023-10-24,35,973,1300,830,9,51,32.43,34055,30.379266666666666,60,1
2024,US,USA,Berlin,2024-06-16,2024-08-09,54,1368,2198,1201,27,94,45.6,73872,30.379266666666666,60,1
2024,China,China,Sao Paulo,2024-04-17,2024-05-21,34,1009,1654,659,2,121,33.63,34306,30.379266666666666,60,1
2025,South America,Brazil,Delhi,2025-08-04,2025-09-15,42,1925,2992,1583,18,101,64.17,80850,30.379266666666666,60,1
2021,Europe,Germany,Berlin,2021-05-31,2021-07-13,43,1716,2551,1355,5,98,57.2,73788,30.379266666666666,60,1
2025,China,China,Delhi,2025-11-30,2026-01-26,57,1304,1638,1201,2,122,43.47,74328,30.379266666666666,60,1
2025,US,USA,Delhi,2025-11-08,2025-12-31,53,1605,2301,1336,6,58,53.5,85065,30.379266666666666,60,1
2026,Asia,Japan,Berlin,2026-07-08,2026-08-13,36,1661,1970,1559,18,133,55.37,59796,30.379266666666666,60,1
2023,Asia,Japan,Delhi,2023-07-09,2023-08-21,43,1527,2711,1246,21,28,50.9,65661,30.379266666666666,60,1
2023,South America,Argentina,Sao Paulo,2023-12-25,2024-01-12,18,1508,2427,1282,13,42,50.27,27144,30.379266666666666,60,1
2023,Asia,India,Paris,2023-12-26,2024-01-05,10,960,1717,679,12,105,32.0,9600,30.379266666666666,60,1
2024,China,China,Munich,2024-05-15,2024-06-13,29,886,1499,552,4,130,29.53,25694,30.379266666666666,60,1
2020,Europe,Italy,Paris,2020-10-21,2020-12-20,60,1444,2576,1194,21,109,48.13,86640,30.379266666666666,60,1
2020,US,USA,New York,2020-08-31,2020-09-03,3,1710,2180,1496,5,107,57.0,5130,30.379266666666666,60,1
2024,Asia,India,Beijing,2024-08-19,2024-09-01,13,863,1188,574,4,44,28.77,11219,30.379266666666666,60,1
2024,China,China,Rome,2024-12-31,2025-01-08,8,1574,1931,1312,13,146,52.47,12592,30.379266666666666,60,1
2025,US,USA,Munich,2025-07-13,2025-08-19,37,1842,2258,1568,2,40,61.4,68154,30.379266666666666,60,1
2022,South America,Brazil,Beijing,2022-06-30,2022-08-10,41,1189,2322,950,26,23,39.63,48749,30.379266666666666,60,1
2025,South America,Brazil,Tokyo,2025-05-03,2025-05-14,11,929,1347,683,18,138,30.97,10219,30.379266666666666,60,1
2021,Europe,Germany,Delhi,2021-04-07,2021-05-14,37,1563,2630,1361,15,149,52.1,57831,30.379266666666666,60,1
2022,Asia,Japan,Berlin,2022-10-01,2022-10-29,28,1441,2438,1239,22,51,48.03,40348,30.379266666666666,60,1
2020,South America,Brazil,Delhi,2020-08-02,2020-08-04,2,1599,2298,1377,20,84,53.3,3198,30.379266666666666,60,1
2026,China,China,Paris,2026-01-19,2026-03-03,43,990,1388,855,19,97,33.0,42570,30.379266666666666,60,1
2021,Asia,Japan,Paris,2021-07-29,2021-08-04,6,967,1650,776,19,117,32.23,5802,30.379266666666666,60,1
2024,Asia,Japan,Sao Paulo,2024-11-21,2024-12-14,23,1110,1848,897,21,95,37.0,25530,30.379266666666666,60,1
2024,South America,Argentina,Beijing,2024-07-21,2024-08-08,18,1921,2540,1765,9,79,64.03,34578,30.379266666666666,60,1
2020,Asia,India,Munich,2020-04-07,2020-04-11,4,1217,2117,874,24,21,40.57,4868,30.379266666666666,60,1
2021,South America,Brazil,Berlin,2021-12-28,2022-02-17,51,1107,2248,865,30,114,36.9,56457,30.379266666666666,60,1
2026,China,China,Berlin,2026-04-20,2026-06-08,49,902,1266,508,22,141,30.07,44198,30.379266666666666,60,1
2025,South America,Argentina,Munich,2025-05-13,2025-07-10,58,1752,2098,1652,9,111,58.4,101616,30.379266666666666,60,1
2022,China,China,Rome,2022-11-18,2023-01-10,53,871,1981,489,29,129,29.03,46163,30.379266666666666,60,1
2021,Asia,India,Rome,2021-07-12,2021-08-14,33,913,1908,637,9,38,30.43,30129,30.379266666666666,60,1
2023,Asia,Japan,Tokyo,2023-08-26,2023-09-24,29,1275,1890,953,21,63,42.5,36975,30.379266666666666,60,1
2020,Europe,France,Munich,2020-04-22,2020-05-12,20,1317,2382,992,19,148,43.9,26340,30.379266666666666,60,1
2026,China,China,Tokyo,2026-04-20,2026-06-18,59,1757,2390,1395,21,133,58.57,103663,30.379266666666666,60,1
2026,Asia,Japan,Sao Paulo,2026-01-29,2026-02-24,26,1405,2346,1267,4,40,46.83,36530,30.379266666666666,60,1
2024,US,USA,Munich,2024-04-25,2024-06-23,59,1697,2260,1308,16,67,56.57,100123,30.379266666666666,60,1
2023,US,USA,Tokyo,2023-03-09,2023-04-17,39,1064,1847,847,27,97,35.47,41496,30.379266666666666,60,1
2025,South America,Brazil,Beijing,2025-03-13,2025-04-30,48,1031,2019,714,14,135,34.37,49488,30.379266666666666,60,1
2020,Asia,Japan,New York,2020-10-05,2020-12-01,57,1924,2678,1666,16,23,64.13,109668,30.379266666666666,60,1
2025,Europe,France,New York,2025-01-21,2025-02-24,34,878,1342,574,17,56,29.27,29852,30.379266666666666,60,1
2026,Asia,India,Rome,2026-09-14,2026-09-25,11,1870,2258,1631,23,140,62.33,20570,30.379266666666666,60,1
2020,China,China,Munich,2020-11-19,2021-01-16,58,1661,2570,1330,19,74,55.37,96338,30.379266666666666,60,1
2023,China,China,Berlin,2023-07-23,2023-08-08,16,1612,2683,1295,13,130,53.73,25792,30.379266666666666,60,1
2022,Asia,India,Sao Paulo,2022-01-06,2022-01-12,6,1572,2233,1352,23,122,52.4,9432,30.379266666666666,60,1
2025,US,USA,Rome,2025-02-19,2025-04-08,48,1837,2989,1720,25,54,61.23,88176,30.379266666666666,60,1
2024,South America,Brazil,Delhi,2024-10-19,2024-12-17,59,1495,1838,1160,4,150,49.83,88205,30.379266666666666,60,1
2020,Europe,Italy,Berlin,2020-07-01,2020-08-23,53,1396,2177,1226,2,20,46.53,73988,30.379266666666666,60,1
2025,South America,Brazil,Delhi,2025-01-10,2025-01-16,6,1866,2846,1695,28,145,62.2,11196,30.379266666666666,60,1
2024,Asia,Japan,Sao Paulo,2024-03-10,2024-05-01,52,1750,2769,1355,8,84,58.33,91000,30.379266666666666,60,1
2024,Asia,India,Tokyo,2024-09-22,2024-10-17,25,1467,2183,1087,15,123,48.9,36675,30.379266666666666,60,1
2021,China,China,Delhi,2021-08-16,2021-09-03,18,1740,2914,1574,7,147,58.0,31320,30.379266666666666,60,1
2020,Europe,Germany,Beijing,2020-06-17,2020-07-22,35,1515,2448,1382,6,90,50.5,53025,30.379266666666666,60,1
2022,South America,Argentina,Munich,2022-07-15,2022-08-19,35,1091,1493,699,4,59,36.37,38185,30.379266666666666,60,1
2023,Europe,France,Beijing,2023-12-06,2024-01-27,52,1331,1990,1221,21,54,44.37,69212,30.379266666666666,60,1
2022,South America,Argentina,Rome,2022-09-26,2022-10-25,29,1803,3002,1461,28,50,60.1,52287,30.379266666666666,60,1
2026,China,China,Paris,2026-10-03,2026-10-11,8,1477,2419,1350,15,111,49.23,11816,30.379266666666666,60,1
2023,Europe,Italy,Munich,2023-02-11,2023-02-13,2,1804,2759,1674,5,109,60.13,3608,30.379266666666666,60,1
2024,China,China,Paris,2024-07-09,2024-07-21,12,1055,2019,797,4,149,35.17,12660,30.379266666666666,60,1
2025,US,USA,Tokyo,2025-06-12,2025-06-20,8,1367,2191,1240,13,144,45.57,10936,30.379266666666666,60,1
2020,China,China,Rome,2020-05-18,2020-07-11,54,1526,2542,1330,22,60,50.87,82404,30.379266666666666,60,1
2026,Asia,India,Paris,2026-09-11,2026-10-24,43,1712,2038,1592,15,69,57.07,73616,30.379266666666666,60,1
2020,China,China,Beijing,2020-04-10,2020-04-20,10,1185,2033,793,20,87,39.5,11850,30.379266666666666,60,1
2026,Europe,Italy,Rome,2026-05-04,2026-06-08,35,837,1310,562,28,21,27.9,29295,30.379266666666666,60,1
2021,China,China,Tokyo,2021-08-25,2021-09-24,30,1323,2132,952,7,76,44.1,39690,30.379266666666666,60,1
2021,Europe,Italy,Delhi,2021-08-24,2021-10-13,50,1161,2282,848,5,92,38.7,58050,30.379266666666666,60,1
2025,US,USA,Tokyo,2025-08-10,2025-09-17,38,1386,2257,1011,2,147,46.2,52668,30.379266666666666,60,1
2022,China,China,Beijing,2022-01-23,2022-03-02,38,1954,3006,1642,18,49,65.13,74252,30.379266666666666,60,1
2026,China,China,New York,2026-06-16,2026-07-28,42,1231,1818,935,4,56,41.03,51702,30.379266666666666,60,1
2020,Asia,India,Sao Paulo,2020-05-09,2020-06-15,37,1234,1775,1038,21,148,41.13,45658,30.379266666666666,60,1
2025,US,USA,Rome,2025-04-25,2025-05-15,20,1816,2243,1442,19,39,60.53,36320,30.379266666666666,60,1
2020,US,USA,Paris,2020-08-29,2020-09-05,7,1804,2286,1492,25,121,60.13,12628,30.379266666666666,60,1
2020,US,USA,New York,2020-11-29,2021-01-22,54,1646,2297,1355,16,63,54.87,88884,30.379266666666666,60,1
2020,US,USA,Munich,2020-08-08,2020-08-26,18,1696,2779,1371,22,102,56.53,30528,30.379266666666666,60,1
2022,US,USA,Paris,2022-10-09,2022-11-13,35,942,1316,730,11,140,31.4,32970,30.379266666666666,60,1
2021,South America,Brazil,Munich,2021-01-24,2021-03-14,49,1239,1902,1024,25,99,41.3,60711,30.379266666666666,60,1
2021,South America,Argentina,Paris,2021-01-28,2021-02-04,7,1994,3153,1885,11,42,66.47,13958,30.379266666666666,60,1
2025,Europe,Germany,Munich,2025-12-09,2026-01-24,46,1977,3123,1737,30,42,65.9,90942,30.379266666666666,60,1
2022,South America,Argentina,Delhi,2022-04-18,2022-05-19,31,1915,2750,1529,23,94,63.83,59365,30.379266666666666,60,1
2020,US,USA,Beijing,2020-05-11,2020-06-22,42,1694,2832,1453,15,130,56.47,71148,30.379266666666666,60,1
2026,Europe,Italy,Berlin,2026-01-04,2026-02-23,50,1309,1672,1071,29,149,43.63,65450,30.379266666666666,60,1
2025,US,USA,Berlin,2025-12-17,2025-12-22,5,1532,2599,1204,4,88,51.07,7660,30.379266666666666,60,1
2023,Europe,France,Berlin,2023-05-07,2023-06-10,34,1125,1825,752,6,110,37.5,38250,30.379266666666666,60,1
2022,China,China,Delhi,2022-05-07,2022-06-04,28,1004,1313,638,7,55,33.47,28112,30.379266666666666,60,1
2021,US,USA,Delhi,2021-02-26,2021-03-18,20,1148,2210,848,16,60,38.27,22960,30.379266666666666,60,1
2022,US,USA,Berlin,2022-02-12,2022-02-13,1,1371,1851,1220,23,38,45.7,1371,30.379266666666666,60,1
2025,China,China,Sao Paulo,2025-11-17,2026-01-06,50,1611,2789,1349,1,69,53.7,80550,30.379266666666666,60,1
2020,Europe,France,Delhi,2020-04-02,2020-05-28,56,1847,3036,1561,13,94,61.57,103432,30.379266666666666,60,1
2022,China,China,Munich,2022-06-22,2022-08-08,47,956,1291,831,9,82,31.87,44932,30.379266666666666,60,1
2026,Europe,Italy,Beijing,2026-06-11,2026-08-02,52,1652,2003,1365,29,46,55.07,85904,30.379266666666666,60,1
2025,US,USA,Berlin,2025-01-27,2025-02-08,12,1474,2652,1216,2,55,49.13,17688,30.379266666666666,60,1
2023,China,China,Rome,2023-02-28,2023-03-27,27,1167,2013,874,7,81,38.9,31509,30.379266666666666,60,1
2025,China,China,Tokyo,2025-06-20,2025-06-21,1,946,1367,559,27,125,31.53,946,30.379266666666666,60,1
2022,Asia,India,Beijing,2022-07-01,2022-07-19,18,1669,2227,1382,24,26,55.63,30042,30.379266666666666,60,1
2025,South America,Brazil,Sao Paulo,2025-12-07,2025-12-08,1,1185,1619,953,7,49,39.5,1185,30.379266666666666,60,1
2025,South America,Brazil,Paris,2025-07-14,2025-07-26,12,1336,1777,975,27,110,44.53,16032,30.379266666666666,60,1
2021,Asia,Japan,Berlin,2021-11-01,2021-11-09,8,869,2047,679,7,145,28.97,6952,30.379266666666666,60,1
2021,South America,Argentina,Delhi,2021-07-09,2021-08-28,50,935,1426,708,1,35,31.17,46750,30.379266666666666,60,1
2021,China,China,New York,2021-04-28,2021-06-25,58,937,2118,742,16,46,31.23,54346,30.379266666666666,60,1
2022,US,USA,Tokyo,2022-07-28,2022-09-12,46,1556,2124,1364,16,68,51.87,71576,30.379266666666666,60,1
2023,Europe,Germany,Berlin,2023-04-03,2023-04-28,25,1646,2754,1485,25,40,54.87,41150,30.379266666666666,60,1
2026,Asia,India,Tokyo,2026-09-02,2026-10-22,50,900,1450,523,20,42,30.0,45000,30.379266666666666,60,1
2021,Europe,Italy,New York,2021-08-29,2021-10-01,33,1393,2317,1225,4,148,46.43,45969,30.379266666666666,60,1
2023,US,USA,Rome,2023-03-10,2023-03-11,1,1540,2412,1374,12,91,51.33,1540,30.379266666666666,60,1
2022,US,USA,Berlin,2022-02-26,2022-04-16,49,1545,2570,1417,10,26,51.5,75705,30.379266666666666,60,1
2020,South America,Brazil,Delhi,2020-04-12,2020-05-26,44,1849,2406,1695,17,120,61.63,81356,30.379266666666666,60,1
2022,Asia,India,Beijing,2022-02-23,2022-03-09,14,1404,2473,1038,1,67,46.8,19656,30.379266666666666,60,1
2021,Asia,Japan,Sao Paulo,2021-06-10,2021-06-20,10,1920,2997,1784,21,120,64.0,19200,30.379266666666666,60,1
2020,Europe,France,Tokyo,2020-11-23,2020-11-26,3,1431,2262,1151,5,84,47.7,4293,30.379266666666666,60,1
2022,US,USA,Beijing,2022-04-26,2022-05-30,34,1256,1641,880,18,71,41.87,42704,30.379266666666666,60,1
2022,China,China,Sao Paulo,2022-02-15,2022-03-30,43,1880,2497,1603,28,35,62.67,80840,30.379266666666666,60,1
2021,South America,Argentina,Rome,2021-05-16,2021-05-27,11,1699,2770,1323,2,101,56.63,18689,30.379266666666666,60,1
2025,China,China,Rome,2025-09-17,2025-11-07,51,1067,1722,942,26,75,35.57,54417,30.379266666666666,60,1
2022,US,USA,Rome,2022-02-04,2022-03-20,44,833,1704,457,28,133,27.77,36652,30.379266666666666,60,1
2020,South America,Argentina,Tokyo,2020-04-21,2020-04-22,1,1021,1916,889,7,39,34.03,1021,30.379266666666666,60,1
2026,Europe,Germany,Beijing,2026-03-05,2026-03-25,20,952,1631,629,26,86,31.73,19040,30.379266666666666,60,1
2023,China,China,Tokyo,2023-08-15,2023-10-13,59,1700,2285,1591,13,108,56.67,100300,30.379266666666666,60,1
2025,China,China,Beijing,2025-05-20,2025-06-16,27,1804,2663,1458,11,129,60.13,48708,30.379266666666666,60,1
2026,South America,Brazil,Berlin,2026-07-16,2026-07-18,2,1930,2895,1558,9,110,64.33,3860,30.379266666666666,60,1
2022,China,China,Beijing,2022-05-11,2022-06-04,24,1431,2146,1040,25,30,47.7,34344,30.379266666666666,60,1
2020,Asia,India,Tokyo,2020-02-01,2020-03-07,35,1487,2547,1124,11,111,49.57,52045,30.379266666666666,60,1
2021,US,USA,Sao Paulo,2021-07-24,2021-08-27,34,1048,1380,946,25,45,34.93,35632,30.379266666666666,60,1
2025,Europe,Germany,Delhi,2025-10-13,2025-11-07,25,1471,2372,1329,22,148,49.03,36775,30.379266666666666,60,1
2026,Europe,Italy,Beijing,2026-10-27,2026-11-17,21,971,1362,723,4,122,32.37,20391,30.379266666666666,60,1
2023,South America,Argentina,Rome,2023-11-12,2024-01-01,50,1122,1565,864,23,51,37.4,56100,30.379266666666666,60,1
2026,US,USA,Munich,2026-02-03,2026-03-22,47,1626,2585,1453,22,61,54.2,76422,30.379266666666666,60,1
2022,Europe,Italy,Delhi,2022-03-30,2022-04-18,19,1094,1887,763,11,89,36.47,20786,30.379266666666666,60,1
2025,Asia,India,Rome,2025-02-18,2025-04-10,51,1081,2136,741,16,60,36.03,55131,30.379266666666666,60,1
2021,South America,Brazil,Tokyo,2021-11-22,2022-01-11,50,1523,2111,1293,13,23,50.77,76150,30.379266666666666,60,1
2026,Asia,Japan,Rome,2026-08-22,2026-08-26,4,1423,2218,1079,16,53,47.43,5692,30.379266666666666,60,1
2024,US,USA,Rome,2024-07-31,2024-08-08,8,973,2045,578,10,147,32.43,7784,30.379266666666666,60,1
2024,US,USA,Rome,2024-10-08,2024-11-12,35,1031,1561,911,24,66,34.37,36085,30.379266666666666,60,1
2026,Asia,India,Delhi,2026-10-07,2026-10-18,11,1088,2240,909,22,84,36.27,11968,30.379266666666666,60,1
2026,China,China,Sao Paulo,2026-02-27,2026-04-03,35,1585,2483,1404,13,79,52.83,55475,30.379266666666666,60,1
2025,South America,Brazil,Rome,2025-11-28,2025-12-22,24,1890,2920,1640,19,58,63.0,45360,30.379266666666666,60,1
2020,Europe,France,Berlin,2020-04-26,2020-06-06,41,801,1581,661,3,38,26.7,32841,30.379266666666666,60,1
2024,China,China,Paris,2024-11-18,2025-01-11,54,996,1807,879,30,80,33.2,53784,30.379266666666666,60,1
2025,Europe,Germany,Munich,2025-04-02,2025-04-24,22,976,1326,587,2,50,32.53,21472,30.379266666666666,60,1
2023,US,USA,New York,2023-09-27,2023-11-12,46,1333,2236,1007,18,83,44.43,61318,30.379266666666666,60,1
2024,Asia,Japan,Munich,2024-11-21,2024-12-22,31,805,1714,580,10,140,26.83,24955,30.379266666666666,60,1
2024,Europe,Germany,Sao Paulo,2024-01-07,2024-02-06,30,973,1338,858,4,102,32.43,29190,30.379266666666666,60,1
2026,China,China,Beijing,2026-03-07,2026-05-04,58,1456,2166,1177,13,85,48.53,84448,30.379266666666666,60,1
2021,US,USA,Beijing,2021-11-20,2021-11-21,1,1845,2902,1724,22,56,61.5,1845,30.379266666666666,60,1
2022,Europe,Germany,Rome,2022-08-11,2022-08-16,5,864,1391,569,1,125,28.8,4320,30.379266666666666,60,1
2023,South America,Brazil,Tokyo,2023-05-22,2023-07-11,50,1919,2695,1723,10,40,63.97,95950,30.379266666666666,60,1
2022,US,USA,Berlin,2022-02-08,2022-02-13,5,1558,2067,1321,22,58,51.93,7790,30.379266666666666,60,1
2026,China,China,New York,2026-03-29,2026-04-23,25,1048,1502,718,14,66,34.93,26200,30.379266666666666,60,1
2026,China,China,Delhi,2026-04-17,2026-06-07,51,944,2005,816,5,132,31.47,48144,30.379266666666666,60,1
2021,US,USA,Delhi,2021-03-26,2021-04-02,7,972,2057,831,28,41,32.4,6804,30.379266666666666,60,1
2020,Europe,Italy,Beijing,2020-11-15,2020-12-02,17,1994,3020,1841,23,71,66.47,33898,30.379266666666666,60,1
2024,Europe,Italy,Munich,2024-08-03,2024-08-31,28,1602,2112,1490,14,77,53.4,44856,30.379266666666666,60,1
2024,China,China,Paris,2024-11-05,2024-12-06,31,977,1917,602,11,60,32.57,30287,30.379266666666666,60,1
2026,South America,Brazil,New York,2026-02-23,2026-03-17,22,1291,2415,927,26,96,43.03,28402,30.379266666666666,60,1
2024,South America,Brazil,Sao Paulo,2024-03-13,2024-04-21,39,1298,2429,1006,22,51,43.27,50622,30.379266666666666,60,1
2025,South America,Brazil,New York,2025-04-27,2025-05-25,28,980,1997,660,26,59,32.67,27440,30.379266666666666,60,1
2025,South America,Argentina,Rome,2025-07-07,2025-08-16,40,1982,2427,1780,23,84,66.07,79280,30.379266666666666,60,1
2020,China,China,New York,2020-10-02,2020-11-03,32,1985,2554,1847,21,47,66.17,63520,30.379266666666666,60,1
2023,US,USA,Rome,2023-12-07,2024-02-04,59,1346,2438,1218,23,116,44.87,79414,30.379266666666666,60,1
2020,Asia,India,Paris,2020-04-20,2020-05-03,13,973,1372,681,4,126,32.43,12649,30.379266666666666,60,1
2023,China,China,Tokyo,2023-03-05,2023-04-05,31,1653,2515,1360,2,117,55.1,51243,30.379266666666666,60,1
2026,Europe,Germany,Paris,2026-09-11,2026-10-18,37,1279,1862,990,4,87,42.63,47323,30.379266666666666,60,1
2021,China,China,Munich,2021-03-29,2021-05-24,56,1456,2608,1298,22,65,48.53,81536,30.379266666666666,60,1
2020,US,USA,New York,2020-08-24,2020-10-14,51,1941,2517,1829,7,110,64.7,98991,30.379266666666666,60,1
2025,China,China,Delhi,2025-06-17,2025-07-17,30,1108,2203,725,25,124,36.93,33240,30.379266666666666,60,1
2022,Asia,Japan,Berlin,2022-11-01,2022-11-28,27,1986,2503,1857,29,96,66.2,53622,30.379266666666666,60,1
2026,South America,Brazil,Berlin,2026-10-13,2026-11-11,29,1118,2041,994,21,123,37.27,32422,30.379266666666666,60,1
2020,Europe,Italy,Tokyo,2020-04-23,2020-05-17,24,1985,2732,1802,2,63,66.17,47640,30.379266666666666,60,1
2024,US,USA,Berlin,2024-04-02,2024-04-05,3,1273,1623,1066,5,121,42.43,3819,30.379266666666666,60,1
2026,Europe,France,Delhi,2026-05-20,2026-06-08,19,841,1303,540,9,101,28.03,15979,30.379266666666666,60,1
2026,Europe,France,Munich,2026-07-10,2026-07-22,12,865,1521,672,24,125,28.83,10380,30.379266666666666,60,1
2020,China,China,Beijing,2020-05-12,2020-05-29,17,1303,2150,1118,24,150,43.43,22151,30.379266666666666,60,1
2023,South America,Argentina,Munich,2023-04-26,2023-06-06,41,1489,2013,1192,6,40,49.63,61049,30.379266666666666,60,1
2025,China,China,Sao Paulo,2025-08-18,2025-10-09,52,832,1748,657,16,119,27.73,43264,30.379266666666666,60,1
2021,Asia,India,Tokyo,2021-11-16,2022-01-15,60,1921,2718,1665,26,99,64.03,115260,30.379266666666666,60,1
2026,South America,Brazil,Sao Paulo,2026-01-10,2026-03-09,58,1007,1793,668,5,108,33.57,58406,30.379266666666666,60,1
2024,China,China,Munich,2024-05-12,2024-06-23,42,1430,1739,1251,2,142,47.67,60060,30.379266666666666,60,1
2022,South America,Argentina,Tokyo,2022-05-18,2022-05-30,12,1228,1729,1056,22,48,40.93,14736,30.379266666666666,60,1
2026,China,China,Munich,2026-10-01,2026-11-19,49,1240,2002,1026,4,38,41.33,60760,30.379266666666666,60,1
2026,US,USA,Berlin,2026-01-05,2026-02-14,40,1369,2551,1155,17,57,45.63,54760,30.379266666666666,60,1
